Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_Employment,Q4_Income,Q5_Pet_Type,Q5b_Ownership_Duration,Q6_Boarding_Frequency,Q7_Boarding_Reason,Q8_Kennel,Q8_Home_Sitter,Q8_App,Q8_Vet_Clinic,Q8_Family_Friends,Q8_Never_Used,Q9_Monthly_Pet_Spend_USD,Q10_Attachment_1,Q10_Attachment_2,Q10_Attachment_3,Q10_Attachment_4,Q10_Attachment_5,Q11_Urgency,Q12_Satisfaction_1,Q12_Satisfaction_2,Q12_Satisfaction_3,Q12_Satisfaction_4,Q13_Concern_Safety,Q13_Concern_Feeding,Q13_Concern_No_Updates,Q13_Concern_Caretaker_Exp,Q13_Concern_Hygiene,Q13_Concern_Pet_Emotion,Q13_Concern_Emergency,Q13_Concern_Trust,Q14_Budget_Live_Video,Q14_Budget_Verified_Profiles,Q14_Budget_Messaging,Q14_Budget_CCTV,Q14_Budget_Custom_Care,Q14_Budget_Health_Log,Q14_Budget_Emergency_Coord,Q14_Budget_Grooming,Q15_Care_Preference,Q16_Trust_1,Q16_Trust_2,Q16_Trust_3,Q16_Trust_4,Q17_Competitive_Awareness,Q18_Switching_Threshold,Q19_PSM_TooChеap_USD,Q19_PSM_GoodValue_USD,Q19_PSM_GettingExpensive_USD,Q19_PSM_TooExpensive_USD,Q20_Payment_Model,Q21_Attitude_1,Q21_Attitude_2,Q21_Attitude_3,Q22_Norm_1,Q22_Norm_2,Q22_Norm_3,Q23_Control_1,Q23_Control_2,Q23_Control_3,Q24_Adoption_Barrier,Q25_Adoption_Intent,Cluster_Label,Is_Outlier,Derived_Attachment_Index,Derived_Concern_Index,Derived_Trust_Index,Derived_TPB_Attitude_Score,Derived_TPB_Norm_Score,Derived_TPB_Control_Score,Derived_TPB_Composite,Derived_Satisfaction_Index,Derived_PSM_WTP_Midpoint
R0404,50-59,Male,Part-time,USD 10000-19999,Cat,7+ years,Rarely (≤1/yr),Other,0,1,1,0,0,0,341,4,4,3,5,4,Yes - confirmed,4,2,4,3,3,4,4,4,3,4,4,4,0,3,1,0,5,5,1,0,Professional facility,4,3,3,3,Heard of but not used,Marginally better,34,47,79,87,Pay-per-booking,4,5,4,3,4,4,5,5,5,Unknown caretaker trust,Yes,Busy Working Professional,No,4.0,3.75,3.25,4.33,3.67,5.0,4.33,3.25,63.0
R0405,40-49,Female,Full-time,USD 10000-19999,Dog,1-3 years,Very frequently (>10/yr),Work travel,0,1,1,0,1,0,315,5,5,4,4,5,Yes - confirmed,3,3,3,3,5,4,4,5,4,5,4,5,3,1,3,2,3,1,2,0,Home-based caretaker,3,4,4,4,Not aware,Marginally better,39,53,86,125,Annual membership,4,5,4,4,5,4,4,5,4,Data privacy concern,Yes,Anxious Premium Pet Parent,No,4.6,4.5,3.75,4.33,4.33,4.33,4.33,3.0,69.5
R0406,60 or above,Female,Full-time,USD 10000-19999,Cat,< 1 year,Frequently (5-10/yr),Personal holiday,0,0,0,0,1,0,253,3,4,4,4,4,No - no near-term need,3,4,4,3,4,3,4,4,3,3,3,4,1,2,5,0,0,3,0,4,Professional facility,4,4,5,3,Heard of but not used,Noticeably better,25,30,59,69,Freemium,4,4,4,2,4,4,4,4,4,Data privacy concern,Yes,Convenience-Driven Casual Owner,No,3.8,3.5,4.0,4.0,3.33,4.0,3.78,3.5,44.5
R0407,60 or above,Male,Full-time,Prefer not to disclose,Dog,4-7 years,Frequently (5-10/yr),Work travel,1,0,1,0,1,0,60,1,1,1,1,1,No - no near-term need,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,Hybrid,1,1,1,1,Yes - aware and used,Noticeably better,5,10,15,20,Monthly subscription,1,1,1,1,1,1,1,1,1,No significant barrier,No,Outlier,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.5
R0408,30-39,Female,Self-employed,USD 10000-19999,Dog,7+ years,Frequently (5-10/yr),Long working hours,0,1,0,1,1,0,382,5,5,5,4,4,No - no near-term need,3,2,4,3,5,4,4,5,4,5,5,5,2,1,5,4,0,3,0,0,Professional facility,4,4,4,5,Not aware,Significantly better,34,51,84,101,Annual membership,4,5,5,4,4,4,4,4,5,Inconsistent quality,Yes,Anxious Premium Pet Parent,No,4.6,4.62,4.25,4.67,4.0,4.33,4.33,3.0,67.5
R0409,22-29,Female,Part-time,Below USD 2000,Cat,< 1 year,Occasionally (2-4/yr),Medical/family emergency,0,0,1,0,1,0,263,3,4,4,4,2,Maybe - possible,5,3,3,4,3,4,3,2,4,3,4,3,2,3,7,1,1,0,0,1,Professional facility,5,3,4,3,Yes - aware and used,Noticeably better,25,44,77,88,Freemium,4,4,4,4,3,4,4,4,4,Limited local availability,Maybe,Convenience-Driven Casual Owner,No,3.4,3.25,3.75,4.0,3.67,4.0,3.89,3.75,60.5
R0410,30-39,Female,Full-time,USD 10000-19999,Dog,7+ years,Never,Work travel,0,1,0,0,1,0,257,4,3,4,4,3,Yes - confirmed,4,2,3,4,3,4,3,4,3,3,4,4,3,1,0,1,3,1,0,6,Hybrid,5,4,4,3,Heard of but not used,Significantly better,18,32,54,72,Monthly subscription,4,4,4,2,3,5,3,4,4,Inconsistent quality,Yes,Convenience-Driven Casual Owner,No,3.6,3.5,4.0,4.0,3.33,3.67,3.67,3.25,43.0
R0411,30-39,Male,Full-time,USD 5000-9999,Other,< 1 year,Very frequently (>10/yr),Long working hours,1,1,0,0,1,0,399,4,4,4,4,4,Maybe - possible,3,2,4,3,5,5,5,4,4,4,5,4,1,5,0,4,2,0,3,0,Professional facility,5,4,4,4,Yes - aware and used,Noticeably better,27,39,70,116,Freemium,4,4,4,4,3,4,5,5,4,Limited local availability,Yes,Busy Working Professional,No,4.0,4.5,4.25,4.0,3.67,4.67,4.11,3.0,54.5
R0412,30-39,Female,Part-time,USD 20000+,Dog,7+ years,Occasionally (2-4/yr),Long working hours,0,1,1,0,0,0,321,4,4,4,4,3,Yes - confirmed,3,4,2,3,4,4,3,3,4,3,4,4,2,4,1,2,3,0,3,0,Home-based caretaker,4,3,3,3,Heard of but not used,Noticeably better,34,49,76,126,Monthly subscription,4,5,4,3,3,5,5,5,5,Unknown caretaker trust,Maybe,Busy Working Professional,No,3.8,3.62,3.25,4.33,3.67,5.0,4.33,3.0,62.5
R0413,22-29,Female,Unemployed,USD 10000-19999,Dog,7+ years,Rarely (≤1/yr),Personal holiday,1,0,1,0,1,0,199,3,3,4,4,4,No - no near-term need,3,3,3,3,4,3,3,4,4,4,3,5,1,5,2,4,1,0,2,0,Hybrid,2,3,3,4,Yes - aware and used,Noticeably better,5,25,53,96,Freemium,2,3,2,2,3,4,3,3,3,Unknown caretaker trust,No,Trust-Sceptical Non-Adopter,No,3.6,3.75,3.0,2.33,3.0,3.0,2.78,3.0,39.0
R0414,30-39,Female,Full-time,USD 5000-9999,Dog,< 1 year,Frequently (5-10/yr),Work travel,0,1,0,0,1,0,169,5,4,3,3,3,Maybe - possible,5,3,4,4,4,3,3,3,4,4,3,4,1,2,1,0,7,0,3,1,Home-based caretaker,4,4,5,4,Not aware,Significantly better,35,42,68,76,Freemium,4,4,4,3,4,4,4,3,4,Price too high,Maybe,Convenience-Driven Casual Owner,No,3.6,3.5,4.25,4.0,3.67,3.67,3.78,4.0,55.0
R0415,30-39,Male,Self-employed,USD 5000-9999,Cat,7+ years,Frequently (5-10/yr),Personal holiday,1,0,1,0,1,0,455,5,4,5,5,5,Yes - confirmed,4,2,3,1,5,4,5,5,4,5,5,5,1,7,1,0,0,0,3,3,Home-based caretaker,4,4,4,4,Yes - aware and used,Significantly better,63,70,92,100,Monthly subscription,5,5,5,4,4,5,4,4,5,Price too high,Yes,Anxious Premium Pet Parent,No,4.8,4.75,4.0,5.0,4.33,4.33,4.56,2.5,81.0
R0416,22-29,Male,Full-time,USD 2000-4999,Dog,4-7 years,Occasionally (2-4/yr),Other,0,0,0,0,1,0,73,3,2,4,4,3,Yes - confirmed,4,4,5,4,4,4,3,3,3,3,3,3,1,4,7,0,1,0,1,1,No preference,2,4,4,4,Yes - aware and used,Significantly better,10,24,55,102,Monthly subscription,3,3,2,3,3,3,4,3,4,Unknown caretaker trust,Maybe,Budget-Sensitive Occasional User,No,3.2,3.25,3.5,2.67,3.0,3.67,3.11,4.25,39.5
R0417,30-39,Female,Full-time,USD 20000+,Reptile,1-3 years,Occasionally (2-4/yr),Other,0,1,1,1,0,0,378,4,4,4,5,4,Maybe - possible,3,3,2,3,4,5,5,5,4,5,5,5,2,4,1,4,3,0,0,1,Professional facility,3,4,4,5,Yes - aware and used,Would not switch,48,53,74,113,Annual membership,5,5,5,5,5,4,4,4,5,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.2,4.75,4.0,5.0,4.67,4.33,4.67,2.75,63.5
R0418,Under 22,Female,Part-time,USD 20000+,Reptile,7+ years,Occasionally (2-4/yr),Work travel,0,1,0,0,1,0,440,5,4,3,4,4,Yes - confirmed,3,3,2,3,5,4,4,5,4,5,5,4,2,0,1,7,2,0,2,1,Home-based caretaker,3,4,3,4,Not aware,Noticeably better,36,51,77,123,Monthly subscription,4,5,5,4,5,4,5,4,4,Inconsistent quality,Maybe,Anxious Premium Pet Parent,No,4.0,4.5,3.5,4.67,4.33,4.33,4.44,2.75,64.0
R0419,22-29,Male,Full-time,USD 5000-9999,Dog,7+ years,Frequently (5-10/yr),Personal holiday,1,0,0,0,0,0,483,5,4,5,5,5,Yes - confirmed,3,2,3,2,4,4,5,5,5,4,4,4,1,8,0,2,1,3,0,0,Home-based caretaker,4,3,4,4,Not aware,Noticeably better,40,48,72,90,Pay-per-booking,4,5,5,4,4,5,5,4,5,Data privacy concern,Yes,Anxious Premium Pet Parent,No,4.8,4.38,3.75,4.67,4.33,4.67,4.56,2.5,60.0
R0420,40-49,Female,Self-employed,USD 20000+,Dog,4-7 years,Very frequently (>10/yr),Personal holiday,0,0,0,0,1,0,49,4,4,3,4,3,No - no near-term need,3,3,4,3,4,3,4,5,3,4,3,5,0,1,3,0,0,8,1,2,No preference,2,3,3,3,Not aware,Significantly better,16,35,55,101,Freemium,2,2,2,3,3,3,4,2,3,Unknown caretaker trust,No,Trust-Sceptical Non-Adopter,No,3.6,3.88,2.75,2.0,3.0,3.0,2.67,3.25,45.0
R0421,40-49,Female,Part-time,Below USD 2000,Reptile,7+ years,Rarely (≤1/yr),Work travel,0,1,0,0,1,0,325,4,4,4,5,3,Yes - confirmed,3,3,3,4,5,4,4,4,4,4,5,4,0,1,8,1,2,1,2,0,Professional facility,4,4,4,3,Yes - aware and used,Noticeably better,36,42,52,82,Pay-per-booking,4,5,4,4,5,4,5,5,4,Data privacy concern,Yes,Busy Working Professional,No,4.0,4.25,3.75,4.33,4.33,4.67,4.44,3.25,47.0
R0422,40-49,Prefer not to say,Part-time,USD 10000-19999,Dog,4-7 years,Frequently (5-10/yr),Work travel,0,1,1,0,0,0,400,5,5,4,5,5,Maybe - possible,3,2,2,3,4,5,5,5,5,5,4,5,0,5,3,0,2,4,1,0,Professional facility,4,4,3,4,Yes - aware and used,Noticeably better,39,56,83,98,Annual membership,4,5,5,5,5,4,4,5,4,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.8,4.75,3.75,4.67,4.67,4.33,4.56,2.5,69.5
R0423,40-49,Female,Part-time,Below USD 2000,Dog,4-7 years,Rarely (≤1/yr),Personal holiday,0,0,0,0,1,0,225,3,3,3,4,4,No - no near-term need,4,3,4,4,4,4,3,4,3,3,4,4,0,8,3,0,1,0,0,3,Professional facility,3,4,2,3,Heard of but not used,Significantly better,18,27,57,72,Pay-per-booking,3,3,4,3,3,4,3,4,4,Inconsistent quality,Maybe,Budget-Sensitive Occasional User,No,3.4,3.62,3.0,3.33,3.33,3.67,3.44,3.75,42.0
R0424,30-39,Male,Full-time,USD 5000-9999,Cat,1-3 years,Frequently (5-10/yr),Personal holiday,0,0,1,0,0,0,209,3,3,3,5,4,Maybe - possible,4,3,5,4,4,3,4,5,4,5,4,5,2,1,1,1,1,4,5,0,Hybrid,4,4,3,3,Yes - aware and used,Marginally better,17,33,54,62,Annual membership,4,4,4,5,5,5,5,5,5,Price too high,Yes,Busy Working Professional,No,3.6,4.25,3.5,4.0,5.0,5.0,4.67,4.0,43.5
R0425,50-59,Male,Student,Prefer not to disclose,Rabbit/small mammal,1-3 years,Rarely (≤1/yr),Personal holiday,0,0,1,0,1,0,132,3,3,3,3,3,Yes - confirmed,4,3,4,4,5,3,3,3,3,3,3,3,0,6,3,3,0,0,3,0,No preference,4,3,4,4,Heard of but not used,Marginally better,9,22,44,99,Pay-per-booking,3,3,3,2,4,2,4,3,4,Unknown caretaker trust,Maybe,Budget-Sensitive Occasional User,No,3.0,3.25,3.75,3.0,2.67,3.67,3.11,3.75,33.0
R0426,22-29,Female,Retired,USD 2000-4999,Dog,1-3 years,Occasionally (2-4/yr),Long working hours,0,0,0,0,0,0,272,4,3,4,4,4,No - no near-term need,4,3,5,4,4,3,4,4,2,4,4,5,0,5,4,0,4,2,0,0,Hybrid,3,4,2,2,Not aware,Noticeably better,23,30,51,59,Monthly subscription,3,2,2,2,3,2,4,3,4,Unknown caretaker trust,Maybe,Trust-Sceptical Non-Adopter,No,3.8,3.75,2.75,2.33,2.33,3.67,2.78,4.0,40.5
R0427,30-39,Female,Self-employed,USD 5000-9999,Dog,1-3 years,Occasionally (2-4/yr),Other,0,1,0,1,1,0,168,3,2,4,3,3,No - no near-term need,4,4,4,3,4,4,3,3,3,3,3,4,3,3,2,0,2,0,5,0,Home-based caretaker,3,5,3,1,Yes - aware and used,Noticeably better,7,20,39,81,Pay-per-booking,3,2,3,3,4,3,3,4,3,Price too high,No,Budget-Sensitive Occasional User,No,3.0,3.38,3.0,2.67,3.33,3.33,3.11,3.75,29.5
R0428,50-59,Female,Part-time,Below USD 2000,Dog,4-7 years,Occasionally (2-4/yr),Personal holiday,1,0,1,1,1,0,318,3,3,3,4,4,Maybe - possible,4,4,5,3,4,4,4,5,3,3,4,4,1,2,1,2,1,3,1,4,No preference,4,4,3,3,Yes - aware and used,Significantly better,19,28,44,68,Monthly subscription,4,4,5,4,3,4,4,5,4,Price too high,Maybe,Convenience-Driven Casual Owner,No,3.4,3.88,3.5,4.33,3.67,4.33,4.11,4.0,36.0
R0429,40-49,Female,Full-time,USD 5000-9999,Cat,< 1 year,Occasionally (2-4/yr),Work travel,0,1,1,0,1,0,315,4,4,4,4,3,Yes - confirmed,4,3,4,4,4,3,3,4,4,4,5,4,0,3,9,0,0,0,1,2,Professional facility,4,5,4,4,Heard of but not used,Would not switch,30,38,71,98,Annual membership,4,4,4,4,3,4,4,3,4,Unknown caretaker trust,Maybe,Convenience-Driven Casual Owner,No,3.8,3.88,4.25,4.0,3.67,3.67,3.78,3.75,54.5
R0430,30-39,Non-binary,Full-time,USD 5000-9999,Cat,4-7 years,Rarely (≤1/yr),Other,0,0,1,0,1,0,144,3,4,4,4,3,Yes - confirmed,4,5,4,4,4,3,3,3,4,3,3,3,0,4,2,1,2,4,0,2,Professional facility,4,4,3,4,Heard of but not used,Noticeably better,7,20,35,100,Pay-per-booking,4,3,4,4,3,3,4,4,3,Price too high,Maybe,Budget-Sensitive Occasional User,No,3.6,3.25,3.75,3.67,3.33,3.67,3.56,4.25,27.5
R0431,22-29,Female,Self-employed,USD 20000+,Bird,4-7 years,Rarely (≤1/yr),Other,1,1,1,0,0,0,597,4,5,5,5,5,Maybe - possible,2,1,2,2,5,5,5,5,4,5,4,4,1,1,4,1,1,1,5,1,Home-based caretaker,4,4,3,5,Not aware,Marginally better,46,54,76,98,Annual membership,4,5,4,4,5,5,4,4,5,Unknown caretaker trust,Maybe,Anxious Premium Pet Parent,No,4.8,4.62,4.0,4.33,4.67,4.33,4.44,1.75,65.0
R0432,30-39,Female,Full-time,USD 5000-9999,Dog,4-7 years,Rarely (≤1/yr),Personal holiday,1,0,0,0,0,0,141,3,3,4,4,3,Yes - confirmed,3,4,4,4,4,3,4,4,4,3,3,4,2,2,3,0,0,0,2,6,Professional facility,4,3,2,3,Heard of but not used,Noticeably better,5,21,40,77,Annual membership,2,5,3,4,3,3,4,3,4,Inconsistent quality,Maybe,Budget-Sensitive Occasional User,No,3.4,3.62,3.0,3.33,3.33,3.67,3.44,3.75,30.5
R0433,22-29,Female,Full-time,USD 2000-4999,Dog,< 1 year,Rarely (≤1/yr),Personal holiday,0,1,0,0,1,0,205,5,3,4,4,3,No - no near-term need,4,5,5,4,3,4,3,3,3,4,3,3,2,9,1,0,3,0,0,0,Home-based caretaker,3,5,3,3,Not aware,Noticeably better,6,22,52,73,Annual membership,5,3,3,4,4,3,4,3,5,Limited local availability,Maybe,Budget-Sensitive Occasional User,No,3.8,3.25,3.5,3.67,3.67,4.0,3.78,4.5,37.0
R0434,22-29,Male,Full-time,USD 20000+,Dog,1-3 years,Rarely (≤1/yr),Work travel,1,1,0,0,1,0,165,4,4,4,4,4,No - no near-term need,3,2,3,3,4,4,5,4,5,4,4,4,1,1,10,1,1,0,1,0,Home-based caretaker,4,4,5,5,Yes - aware and used,Marginally better,42,52,71,107,Freemium,5,5,4,4,5,5,4,5,4,Unknown caretaker trust,No,Busy Working Professional,No,4.0,4.25,4.5,4.67,4.67,4.33,4.56,2.75,61.5
R0435,30-39,Male,Retired,USD 20000+,Bird,< 1 year,Occasionally (2-4/yr),Long working hours,1,0,0,0,1,0,330,5,4,4,4,3,No - no near-term need,5,3,4,3,4,4,3,4,4,3,4,4,1,2,3,1,1,2,5,0,Hybrid,2,3,2,4,Heard of but not used,Would not switch,17,33,44,104,Monthly subscription,3,3,2,2,3,3,3,3,4,Unknown caretaker trust,No,Trust-Sceptical Non-Adopter,No,4.0,3.75,2.75,2.67,2.67,3.33,2.89,3.75,38.5
R0436,30-39,Male,Full-time,USD 20000+,Dog,7+ years,Never,Long working hours,1,1,0,0,1,0,227,4,3,4,3,3,Yes - confirmed,4,3,3,3,5,3,4,4,4,4,4,4,0,6,0,0,0,0,8,1,Hybrid,3,2,3,3,Yes - aware and used,Significantly better,19,28,61,75,Annual membership,2,2,3,3,3,4,3,3,3,Limited local availability,No,Trust-Sceptical Non-Adopter,No,3.4,4.0,2.75,2.33,3.33,3.0,2.89,3.25,44.5
R0437,40-49,Male,Unemployed,USD 20000+,Dog,1-3 years,Never,Work travel,0,1,0,0,0,0,143,4,3,4,4,3,Maybe - possible,4,4,3,4,3,3,4,4,4,3,3,3,4,3,5,1,1,0,0,1,Home-based caretaker,4,4,3,3,Not aware,Not applicable,15,31,52,89,Freemium,4,4,4,3,3,4,3,4,4,Unknown caretaker trust,No,Convenience-Driven Casual Owner,No,3.6,3.38,3.5,4.0,3.33,3.67,3.67,3.75,41.5
R0438,40-49,Male,Part-time,USD 2000-4999,Dog,4-7 years,Frequently (5-10/yr),Long working hours,0,1,0,0,0,0,339,3,5,4,4,3,Yes - confirmed,3,3,4,3,4,4,4,4,2,4,3,3,1,0,1,3,1,2,6,1,Hybrid,4,4,3,5,Not aware,Noticeably better,11,25,54,89,Monthly subscription,4,3,4,4,4,3,4,5,4,Price too high,Maybe,Convenience-Driven Casual Owner,No,3.8,3.5,4.0,3.67,3.67,4.33,3.89,3.25,39.5
R0439,30-39,Female,Part-time,USD 20000+,Dog,7+ years,Occasionally (2-4/yr),Medical/family emergency,1,1,0,0,1,0,574,4,5,4,5,5,Yes - confirmed,2,1,2,3,5,4,5,4,5,5,4,5,4,4,1,2,0,1,3,0,Home-based caretaker,3,4,3,3,Yes - aware and used,Marginally better,55,62,78,136,Monthly subscription,5,4,5,5,4,5,4,4,4,Limited local availability,Yes,Anxious Premium Pet Parent,No,4.6,4.62,3.25,4.67,4.67,4.0,4.44,2.0,70.0
R0440,40-49,Male,Student,USD 5000-9999,Bird,1-3 years,Frequently (5-10/yr),Medical/family emergency,0,0,0,0,0,0,34,4,3,2,4,3,No - no near-term need,4,4,4,3,3,3,3,4,3,3,4,4,0,1,0,3,9,0,2,0,Home-based caretaker,4,3,4,3,Heard of but not used,Significantly better,14,22,48,56,Monthly subscription,3,3,3,3,4,3,4,4,4,Price too high,No,Budget-Sensitive Occasional User,No,3.2,3.38,3.5,3.0,3.33,4.0,3.44,3.75,35.0
R0441,22-29,Male,Full-time,USD 5000-9999,Dog,4-7 years,Frequently (5-10/yr),Personal holiday,1,1,1,0,0,0,360,5,4,5,4,5,Yes - confirmed,2,1,3,2,5,4,5,4,4,5,5,5,1,2,6,4,0,1,1,0,Professional facility,4,4,4,4,Yes - aware and used,Noticeably better,36,48,61,116,Pay-per-booking,4,4,4,4,4,5,3,5,5,Data privacy concern,Yes,Anxious Premium Pet Parent,No,4.6,4.62,4.0,4.0,4.33,4.33,4.22,2.0,54.5
R0442,22-29,Prefer not to say,Full-time,USD 10000-19999,Dog,7+ years,Very frequently (>10/yr),Personal holiday,0,0,0,0,1,0,467,4,5,4,5,5,Yes - confirmed,3,1,2,2,5,4,4,4,5,5,5,5,1,1,2,1,4,3,3,0,Professional facility,4,4,3,4,Not aware,Noticeably better,40,56,91,126,Freemium,5,4,4,5,4,5,5,4,4,Data privacy concern,Yes,Anxious Premium Pet Parent,No,4.6,4.62,3.75,4.33,4.67,4.33,4.44,2.0,73.5
R0443,30-39,Male,Full-time,Prefer not to disclose,Cat,1-3 years,Rarely (≤1/yr),Personal holiday,0,0,0,0,1,0,114,4,4,2,4,4,No - no near-term need,5,4,4,4,3,3,3,4,3,3,3,3,1,3,5,0,2,2,1,1,Home-based caretaker,4,3,3,2,Heard of but not used,Would not switch,4,22,56,83,Monthly subscription,4,3,3,3,3,3,3,3,4,Inconsistent quality,No,Budget-Sensitive Occasional User,No,3.6,3.12,3.0,3.33,3.0,3.33,3.22,4.25,39.0
R0444,30-39,Female,Full-time,USD 2000-4999,Cat,4-7 years,Very frequently (>10/yr),Personal holiday,1,0,0,0,1,0,254,3,3,3,5,4,Maybe - possible,3,2,4,3,4,4,3,4,4,4,3,4,1,9,2,0,1,1,1,0,Home-based caretaker,3,5,3,4,Yes - aware and used,Noticeably better,45,65,80,108,Monthly subscription,5,5,5,4,4,5,5,4,4,Limited local availability,Yes,Busy Working Professional,No,3.6,3.75,3.75,5.0,4.33,4.33,4.56,3.0,72.5
R0445,40-49,Female,Retired,USD 5000-9999,Rabbit/small mammal,< 1 year,Occasionally (2-4/yr),Long working hours,1,0,0,0,1,0,86,2,3,3,3,3,Maybe - possible,3,3,4,4,2,4,3,3,3,3,2,4,1,1,3,0,5,2,2,1,Hybrid,5,3,3,4,Yes - aware and used,Noticeably better,5,23,41,76,Monthly subscription,3,3,3,3,2,3,3,3,4,Limited local availability,No,Budget-Sensitive Occasional User,No,2.8,3.0,3.75,3.0,2.67,3.33,3.0,3.5,32.0
R0446,22-29,Female,Full-time,USD 5000-9999,Dog,4-7 years,Frequently (5-10/yr),Work travel,1,0,0,1,1,0,343,5,4,4,5,4,Maybe - possible,2,3,4,4,4,4,4,4,4,4,4,4,7,1,0,0,1,6,0,0,Home-based caretaker,4,4,4,4,Not aware,Marginally better,43,54,74,112,Pay-per-booking,4,4,4,4,4,4,5,4,5,No significant barrier,Yes,Busy Working Professional,No,4.4,4.0,4.0,4.0,4.0,4.67,4.22,3.25,64.0
R0447,30-39,Female,Self-employed,Below USD 2000,Rabbit/small mammal,4-7 years,Never,Long working hours,1,0,0,0,1,0,213,4,2,4,4,3,Yes - confirmed,3,3,3,4,4,3,4,4,4,3,3,4,1,0,3,0,1,0,10,0,Hybrid,4,4,3,3,Heard of but not used,Would not switch,15,30,41,75,Freemium,4,4,5,3,4,4,3,5,4,Limited local availability,No,Convenience-Driven Casual Owner,No,3.4,3.62,3.5,4.33,3.67,4.0,4.0,3.25,35.5
R0448,22-29,Male,Part-time,USD 10000-19999,Cat,4-7 years,Rarely (≤1/yr),Personal holiday,1,1,0,0,1,0,104,4,3,4,4,3,No - no near-term need,4,3,4,4,3,3,3,3,3,3,3,3,0,3,6,1,3,0,2,0,Home-based caretaker,3,5,3,3,Heard of but not used,Would not switch,3,23,48,69,Corporate benefit,3,3,3,3,3,3,4,4,4,Price too high,No,Budget-Sensitive Occasional User,No,3.6,3.0,3.5,3.0,3.0,4.0,3.33,3.75,35.5
R0449,40-49,Female,Full-time,USD 5000-9999,Dog,7+ years,Frequently (5-10/yr),Personal holiday,0,0,0,0,1,0,423,4,3,3,5,4,No - no near-term need,4,1,3,2,4,4,4,4,4,3,3,5,1,5,7,0,0,1,1,0,Professional facility,5,4,3,3,Yes - aware and used,Not applicable,33,42,52,83,Monthly subscription,4,3,4,4,3,5,5,5,5,No significant barrier,Yes,Busy Working Professional,No,3.8,3.88,3.75,3.67,4.0,5.0,4.22,2.5,47.0
R0450,40-49,Non-binary,Unemployed,USD 5000-9999,Dog,4-7 years,Rarely (≤1/yr),Personal holiday,0,1,1,0,0,0,263,4,3,4,4,3,Yes - confirmed,4,3,3,4,4,4,3,4,3,3,4,3,2,2,3,2,0,0,2,4,Hybrid,4,5,4,3,Heard of but not used,Noticeably better,23,40,72,118,Annual membership,4,4,5,4,4,3,4,3,4,Limited local availability,Maybe,Convenience-Driven Casual Owner,No,3.6,3.5,4.0,4.33,3.67,3.67,3.89,3.5,56.0
R0451,30-39,Female,Full-time,USD 5000-9999,Dog,4-7 years,Frequently (5-10/yr),Personal holiday,1,1,1,0,1,0,476,4,5,4,4,4,Yes - confirmed,4,2,3,3,5,4,4,4,5,5,5,5,2,1,3,1,0,5,3,0,Professional facility,4,5,4,3,Yes - aware and used,Marginally better,42,55,81,117,Annual membership,5,4,5,4,5,4,5,5,5,Data privacy concern,No,Anxious Premium Pet Parent,No,4.2,4.62,4.0,4.67,4.33,5.0,4.67,3.0,68.0
R0452,22-29,Prefer not to say,Full-time,USD 10000-19999,Dog,7+ years,Rarely (≤1/yr),Other,0,0,0,1,1,0,183,2,3,5,3,4,No - no near-term need,4,4,4,2,4,3,3,4,4,3,4,3,9,2,1,0,0,1,2,0,Home-based caretaker,4,3,3,3,Not aware,Noticeably better,12,26,57,74,Freemium,3,4,3,3,3,3,4,3,4,Unknown caretaker trust,Yes,Budget-Sensitive Occasional User,No,3.4,3.5,3.25,3.33,3.0,3.67,3.33,3.5,41.5
R0453,40-49,Female,Full-time,USD 5000-9999,Dog,7+ years,Frequently (5-10/yr),Personal holiday,0,0,1,0,0,0,361,4,5,4,5,5,No - no near-term need,3,2,3,3,5,5,5,4,5,5,5,5,1,0,0,8,0,0,2,4,Home-based caretaker,3,5,3,3,Heard of but not used,Noticeably better,33,49,63,126,Pay-per-booking,5,5,5,4,4,5,5,4,4,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.6,4.88,3.5,5.0,4.33,4.33,4.56,2.75,56.0
R0454,40-49,Male,Part-time,USD 2000-4999,Cat,4-7 years,Occasionally (2-4/yr),Personal holiday,0,0,0,0,1,0,194,3,5,4,3,3,Yes - confirmed,3,1,4,3,4,3,3,5,3,4,4,3,2,1,4,1,1,0,4,2,Professional facility,4,4,4,3,Yes - aware and used,Would not switch,26,38,51,96,Annual membership,3,4,4,3,4,3,4,3,5,Limited local availability,Maybe,Convenience-Driven Casual Owner,No,3.6,3.62,3.75,3.67,3.33,4.0,3.67,2.75,44.5
R0455,50-59,Male,Part-time,USD 10000-19999,Other,7+ years,Rarely (≤1/yr),Work travel,0,0,0,1,0,0,187,5,4,5,4,4,No - no near-term need,4,3,4,3,5,3,4,4,3,4,3,4,1,0,1,2,7,1,3,0,Professional facility,3,2,3,2,Yes - aware and used,Significantly better,10,29,53,73,Freemium,3,3,2,3,2,3,2,2,4,Price too high,No,Trust-Sceptical Non-Adopter,No,4.4,3.75,2.5,2.67,2.67,2.67,2.67,3.5,41.0
